cust_id,gender
3500,0.3970123071711221
3501,0.17849964558308468
3502,0.2158280748622608
3503,0.425003670344561
3504,0.46812110243663985
3505,0.45227950079846424
3506,0.2385924735987124
3507,0.5158008719616425
3508,0.38453467392748814
3509,0.24456178316966354
3510,0.2157416603689123
3511,0.44723050344034243
3512,0.39815288971284496
3513,0.3104852281900304
3514,0.4977592306269162
3515,0.33031817975265426
3516,0.20641524518734944
3517,0.3252540175164535
3518,0.42774635060612914
3519,0.4456256122418025
3520,0.3864148363752324
3521,0.3515889517582472
3522,0.638874871940204
3523,0.20633007999513636
3524,0.37147182427346004
3525,0.5473154610373839
3526,0.2683425395102174
3527,0.5105231376836129
3528,0.5808592770402364
3529,0.3830300060229239
3530,0.349110498709982
3531,0.5386860253278586
3532,0.26455935846333956
3533,0.31689353376922436
3534,0.5325853007213658
3535,0.42951154163167304
3536,0.5346541689374087
3537,0.35470199755005055
3538,0.520229815286874
3539,0.4881006791880587
3540,0.2924783903880266
3541,0.28135575518707784
3542,0.43493612473165383
3543,0.4326776468505004
3544,0.3462593574253806
3545,0.37675476165706784
3546,0.19439913505280124
3547,0.1547138900589301
3548,0.5016306388792809
3549,0.3044851252226983
3550,0.4612799011858098
3551,0.5440259424497109
3552,0.32807760633126193
3553,0.3928524501352608
3554,0.33683822446702716
3555,0.23511573345524625
3556,0.5300911528769913
3557,0.28451529751725013
3558,0.318664421277407
3559,0.30641383119444704
3560,0.5059673879096577
3561,0.3522541705271071
3562,0.2992826179319201
3563,0.2412659919224988
3564,0.3798218982756416
3565,0.4110883308429474
3566,0.16364674207589047
3567,0.5590696845620221
3568,0.2863656813692044
3569,0.4619319237938467
3570,0.24078366355053873
3571,0.3201006724388849
3572,0.5259072744680681
3573,0.3336698806929715
3574,0.41184996160272275
3575,0.6368126918281244
3576,0.490151681806004
3577,0.2300988958643256
3578,0.3123909508235757
3579,0.15094295615402317
3580,0.5209877411977992
3581,0.6247748164005309
3582,0.5279917195194331
3583,0.38868111726290194
3584,0.4798880857451672
3585,0.24952743219717352
3586,0.14790036839964152
3587,0.1869185970416315
3588,0.2732204764283085
3589,0.35570597453909303
3590,0.36116819587303595
3591,0.3425581935790468
3592,0.4920720947136241
3593,0.437105454040021
3594,0.28772344022560825
3595,0.5011633402268226
3596,0.3184569932283582
3597,0.28426077039209935
3598,0.3561691618633304
3599,0.5285451846091861
3600,0.5106659058205776
3601,0.2230677472450195
3602,0.40532028370016776
3603,0.22034428013815024
3604,0.3931734121531156
3605,0.3490626510752313
3606,0.4381012966749755
3607,0.3430268562769219
3608,0.35867979243478953
3609,0.29198879203406186
3610,0.417430734419858
3611,0.5316046804432544
3612,0.6477221778929935
3613,0.26205819815703235
3614,0.5105726327292532
3615,0.2687727682855568
3616,0.45920225387268354
3617,0.6850615348038489
3618,0.4872335368513094
3619,0.182025193897153
3620,0.34686400334556267
3621,0.43468468110490227
3622,0.4447067097035382
3623,0.5744401649319916
3624,0.24780405997181987
3625,0.4879074470553049
3626,0.3456590934436188
3627,0.20794742543917846
3628,0.44427105207479295
3629,0.2685495425780373
3630,0.270893760594303
3631,0.6220293597831335
3632,0.38896088398223866
3633,0.25887993531103093
3634,0.2787628931242175
3635,0.2869639874692144
3636,0.46973374850293326
3637,0.3935073277089714
3638,0.3044978248554067
3639,0.5780594565368559
3640,0.4871967679380473
3641,0.18785639906772209
3642,0.5431888448064845
3643,0.332433435631
3644,0.3489553086188575
3645,0.3787103331545165
3646,0.27119212033749046
3647,0.37845907643668725
3648,0.5337431800616368
3649,0.42805684774235325
3650,0.2765209770603317
3651,0.4468256502471576
3652,0.31888235716340996
3653,0.3756274655894653
3654,0.4477145465504117
3655,0.37956715118705975
3656,0.4205442720790918
3657,0.35778533921248035
3658,0.185297400268205
3659,0.2264649101491022
3660,0.2555597985657327
3661,0.36897811058228414
3662,0.3119520376136294
3663,0.4820105186226828
3664,0.5206293479605274
3665,0.5061393699750993
3666,0.6310467955487629
3667,0.24370508791822487
3668,0.3145090716602811
3669,0.48301609295283016
3670,0.27038942669728433
3671,0.6213826177755852
3672,0.24790509400523647
3673,0.41879622012947304
3674,0.5213279965547709
3675,0.5466806134828255
3676,0.3325785507082268
3677,0.5338867548965845
3678,0.3158488350842355
3679,0.4284362820109222
3680,0.3352452004544281
3681,0.5064890337137363
3682,0.481880154067708
3683,0.15390529143060389
3684,0.37446261746118964
3685,0.34769495319464094
3686,0.33112886198647873
3687,0.3551246098689522
3688,0.3394395422237143
3689,0.5181429552212758
3690,0.3709366131954097
3691,0.1865766627469255
3692,0.24023161139655172
3693,0.3716089018851943
3694,0.21900775370683534
3695,0.6206274038061688
3696,0.45577280814917953
3697,0.34278655545007053
3698,0.24958901628228464
3699,0.39429328597598956
3700,0.32470044909122464
3701,0.3133441734848926
3702,0.3270674130258348
3703,0.4812203006067731
3704,0.3638420275793476
3705,0.5005210249929958
3706,0.34545266924637813
3707,0.2648618536984589
3708,0.23078430048198204
3709,0.23080754706400888
3710,0.22969825004123184
3711,0.26569553182815553
3712,0.5851839426643098
3713,0.20535118116056647
3714,0.42970349041037353
3715,0.24681080353990545
3716,0.2621326323386436
3717,0.4103262614048228
3718,0.1730029040017302
3719,0.3103766918537645
3720,0.3978948712020184
3721,0.5318134859089634
3722,0.20219602535662265
3723,0.3698062461943635
3724,0.349752042006741
3725,0.4197500051446576
3726,0.5092868831292288
3727,0.3872589986020585
3728,0.5002676090217715
3729,0.583701942457987
3730,0.3649442606663971
3731,0.39345856413494495
3732,0.36206420766948644
3733,0.5244504945462415
3734,0.20178165439406745
3735,0.3036750114921143
3736,0.24800429393997078
3737,0.44195853895757137
3738,0.3227061947372434
3739,0.6236004139735575
3740,0.5045200060001958
3741,0.520525166306012
3742,0.3505470446583307
3743,0.2524506401209006
3744,0.30404505082743294
3745,0.29741274852924604
3746,0.42698672046212394
3747,0.22983258899893502
3748,0.14928710543952278
3749,0.5811853235982347
3750,0.3081697028564014
3751,0.4997661792186385
3752,0.22172184723467808
3753,0.5748353950420744
3754,0.3544693718604824
3755,0.6181992565902423
3756,0.5766075321494707
