ID,predict_prob
1501,0.12724361092124248
1502,0.0
1503,0.1603571428571429
1504,0.115
1505,0.44698989898989877
1506,0.017142857142857144
1507,0.05309523809523809
1508,0.65
1509,0.15726190476190477
1510,0.0
1511,0.13383333333333336
1512,0.04333333333333334
1513,1.0
1514,0.99
1515,0.10196428571428573
1516,0.026916666666666665
1517,1.0
1518,0.10166666666666668
1519,0.0
1520,0.07583333333333332
1521,0.99
1522,0.0
1523,0.05309523809523809
1524,0.965
1525,0.6052774447774447
1526,0.6973333333333334
1527,0.93
1528,0.6691666666666666
1529,0.0
1530,0.06033333333333333
1531,0.05309523809523809
1532,0.4676666666666667
1533,0.8
1534,0.575
1535,0.21
1536,0.38083333333333336
1537,0.1603571428571429
1538,0.0
1539,0.529
1540,0.38216147741147743
1541,0.0
1542,0.3527142857142857
1543,0.01357142857142857
1544,0.22277380952380949
1545,0.82
1546,0.27899999999999997
1547,0.9966666666666666
1548,0.4643333333333333
1549,0.4202503885003885
1550,0.06952380952380953
1551,0.82
1552,0.6691666666666666
1553,0.98
1554,0.065
1555,1.0
1556,0.99
1557,0.45771428571428563
1558,0.029333333333333333
1559,0.0225
1560,0.2936825396825396
1561,0.12833333333333333
1562,0.0
1563,0.4205952380952381
1564,0.20766666666666667
1565,0.553452380952381
1566,0.9766666666666666
1567,0.84
1568,0.14
1569,0.32380952380952377
1570,0.25
1571,1.0
1572,0.085
1573,0.6333333333333333
1574,0.29
1575,0.41016666666666673
1576,0.0
1577,0.009817460317460319
1578,0.012833333333333332
1579,0.2041666666666667
1580,0.05533333333333333
1581,0.7069999999999999
1582,0.046285714285714284
1583,0.0
1584,0.0
1585,0.92
1586,1.0
1587,0.21929761904761894
1588,0.03833333333333333
1589,0.99
1590,0.6235
1591,0.0
1592,0.99
1593,0.04
1594,1.0
1595,0.02877777777777778
1596,0.0
1597,0.10166666666666668
1598,0.6533333333333334
1599,0.022
1600,0.0
1601,0.03142857142857143
1602,0.005
1603,0.0
1604,0.07083333333333333
1605,0.18007575757575756
1606,0.0
1607,0.16
1608,0.95
1609,0.11066666666666666
1610,0.13666666666666666
1611,0.86
1612,1.0
1613,0.15
1614,0.14956299256299255
1615,0.25833333333333336
1616,0.2585238095238095
1617,0.38
1618,0.09113824228970946
1619,0.62
1620,0.0425
1621,0.5466666666666666
1622,0.25
1623,1.0
1624,0.6415000000000001
1625,0.006666666666666666
1626,0.11852930402930402
1627,0.293
1628,0.014428571428571428
1629,0.15
1630,0.5466666666666666
1631,0.2261111111111111
1632,0.45771428571428563
1633,0.15
1634,0.0
1635,0.93
1636,0.98
1637,0.22
1638,0.0
1639,1.0
1640,0.12616666666666668
1641,0.0
1642,0.4205952380952381
1643,0.05166666666666666
1644,0.065
1645,0.15
1646,0.2076309523809524
1647,0.195
1648,0.035444444444444445
1649,0.026384920634920636
1650,0.95
1651,1.0
1652,0.81
1653,0.5333333333333333
1654,0.98
1655,0.01
1656,0.11852930402930402
1657,0.013333333333333332
1658,0.61
1659,0.43669047619047613
1660,0.002
1661,0.0
1662,0.06
1663,0.1546082251082251
1664,0.11622222222222221
1665,0.0
1666,0.85
1667,0.004
1668,0.2
1669,0.5333333333333333
1670,0.91
1671,0.9
1672,1.0
1673,0.6708571428571429
1674,0.5458333333333334
1675,0.7946428571428572
1676,0.06245238095238096
1677,0.006666666666666666
1678,0.99
1679,0.013333333333333332
1680,0.5283333333333333
1681,0.07083333333333333
1682,0.03658730158730159
1683,0.01
1684,0.86
1685,0.24
1686,0.57
1687,0.0
1688,0.36126190476190473
1689,0.32380952380952377
1690,0.78
1691,1.0
1692,0.35
1693,0.42450000000000004
1694,0.0
1695,0.08904761904761906
1696,0.38337301587301575
1697,0.10570238095238096
1698,0.1603571428571429
1699,0.6708571428571429
1700,0.04416666666666667
1701,0.10166666666666668
1702,0.63
1703,0.18833333333333332
1704,1.0
1705,0.0
1706,0.97
1707,0.0
1708,0.11900000000000001
1709,0.0
1710,1.0
1711,0.0
1712,1.0
1713,0.12724361092124248
1714,0.2585238095238095
1715,0.04416666666666667
1716,0.1778347763347764
1717,0.7182380952380951
1718,0.0
1719,1.0
1720,0.4925
1721,0.99
1722,0.9766666666666666
1723,0.13
1724,0.0
1725,0.6708571428571429
1726,1.0
1727,0.0
1728,0.0
1729,0.7725
1730,0.0
1731,0.30633333333333335
1732,0.33
1733,0.0
1734,0.37883333333333336
1735,0.9633333333333334
1736,0.6821428571428573
1737,0.06245238095238096
1738,0.3233333333333333
1739,0.09666666666666666
1740,0.13266666666666665
1741,0.3527142857142857
1742,0.3527142857142857
1743,0.03
1744,0.43
1745,0.21285714285714286
1746,0.0
1747,0.84
1748,0.17
1749,0.16
1750,0.005
1751,0.0
1752,0.13342857142857145
1753,0.855
1754,0.97
1755,0.08716666666666667
1756,0.02516666666666667
1757,0.64
1758,0.09
1759,0.28
1760,1.0
1761,0.5728571428571428
1762,0.18
1763,0.293
1764,0.0
1765,0.27
1766,0.324
1767,0.0
1768,0.34541206016206016
1769,0.10570238095238096
1770,0.37883333333333336
1771,1.0
1772,0.09666666666666666
1773,0.4828333333333334
1774,0.0
1775,0.9825
1776,0.0
1777,0.285
1778,0.0175
1779,0.99
1780,0.04
1781,0.1875
1782,0.6321349206349207
1783,0.10700000000000001
1784,0.013333333333333332
1785,0.278
1786,0.07228571428571427
1787,0.02877777777777778
1788,0.13791666666666666
1789,0.1979761904761905
1790,0.32554761904761903
1791,0.1903152958152958
1792,1.0
1793,1.0
1794,1.0
1795,0.043
1796,0.2536984126984126
1797,0.28508333333333324
1798,1.0
1799,1.0
1800,0.14
1801,0.0
1802,0.0
1803,0.97
1804,0.035444444444444445
1805,0.0
1806,0.324
1807,0.11852930402930402
1808,0.6412777777777776
1809,0.0
1810,0.025
1811,0.2513095238095238
1812,0.57
1813,1.0
1814,0.3993333333333334
1815,0.792
1816,0.03
1817,0.06
1818,0.07
1819,0.8033928571428574
1820,0.0
1821,0.8533333333333333
1822,0.0
1823,0.85
1824,0.58
1825,0.17766666666666667
1826,0.07884523809523808
1827,0.095
1828,0.0
1829,0.32
1830,0.95
1831,0.0
1832,0.10570238095238096
1833,0.002
1834,0.08
1835,0.0
1836,0.023333333333333334
1837,0.35
1838,0.03333333333333333
1839,0.20994047619047618
1840,0.1555
1841,0.20994047619047618
1842,0.285
1843,0.2936825396825396
1844,0.023333333333333334
1845,0.0
1846,0.042666666666666665
1847,0.046
1848,0.02
1849,0.02583333333333333
1850,0.0
1851,0.78
1852,0.0
1853,0.42366666666666675
1854,0.22
1855,0.97
1856,0.025
1857,0.02595238095238095
1858,0.91
1859,0.11083333333333334
1860,0.015
1861,0.1645238095238095
1862,0.006
1863,0.02877777777777778
1864,0.0
1865,1.0
1866,0.01
1867,0.0
1868,1.0
1869,0.95
1870,1.0
1871,1.0
1872,0.07083333333333333
1873,0.0
1874,0.43669047619047613
1875,1.0
1876,0.9966666666666666
1877,0.021666666666666664
1878,0.0
1879,0.025
1880,0.2567142857142857
1881,0.005714285714285714
1882,0.9
1883,0.44698989898989877
1884,0.7155
1885,0.83
1886,0.0
1887,0.06714285714285714
1888,0.025357142857142856
1889,0.71
1890,0.4676666666666667
1891,0.18166666666666664
1892,0.005
1893,0.28
1894,0.4202503885003885
1895,0.305
1896,1.0
1897,0.3028571428571428
1898,0.04
1899,0.1025
1900,0.06944444444444445
1901,0.07583333333333332
1902,0.026666666666666665
1903,0.07
1904,0.025
1905,0.04
1906,1.0
1907,0.07
1908,0.12724361092124248
1909,0.031166666666666665
1910,0.04501190476190477
1911,0.61
1912,0.21353571428571427
1913,0.011047619047619046
1914,0.5206666666666666
1915,0.0
1916,0.03
1917,0.004285714285714285
1918,1.0
1919,0.0
1920,0.029333333333333333
1921,0.0
1922,0.21353571428571427
1923,0.09416666666666666
1924,0.085
1925,0.0
1926,1.0
1927,0.33024999999999993
1928,0.97
1929,0.005
1930,0.1075
1931,0.6176666666666667
1932,0.01
1933,0.39
1934,0.63
1935,0.48
1936,0.9575
1937,0.4
1938,0.97
1939,0.01
1940,1.0
1941,0.4643333333333333
1942,0.2323333333333334
1943,0.5256666666666667
1944,0.9966666666666666
1945,0.19
